id	prefLabel_nl	prefLabel_en	altLabels	prefLabel_enSource	prefLabel_enSource_desc	definition	confidence	definitionSource	definitionSource_desc	definitionLanguage	definitionSource_url	definitionSource_url_alt	web_verification	
https://digitaalerfgoed.poolparty.biz/globalise/b8c4d06c-53a7-4533-8659-0f816b137c8b	baa	baa		Same as prefLabel_nl	Dutch label used verbatim	Zijden stof uit Tonkin.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/ae6d2d78-4283-47dd-9dc4-20938da2c67b	gouwerons	gouwerons	gouwrons	Same as prefLabel_nl	Dutch label used verbatim	Zijden doeken uit Kanton. T2: stof met brede strepen en ruitjes.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/6e618d90-13ea-492a-8c1d-cb7f090f5554	pangsis	pangsis	panches	Same as prefLabel_nl	Dutch label used verbatim	Zijden doeken uit China.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/2795c43e-90a0-4712-a18a-83feb544c401	sestienes	sestienes	sestines	Same as prefLabel_nl	Dutch label used verbatim	Zijden doeken of sjaals van Coromandel.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/401a5c38-f583-44d4-afe1-90225771fb1f	peling	peling	pelings; pelam; pelang	Same as prefLabel_nl	Dutch label used verbatim	"Zijdeachtige stof uit Voor-Indië en China, maar vooral uit Tonkin. Het proces, volgens welke ze gekleurd worden, heet nog thans in de Archipel pelangi of plangi. Zie Jasper-Pirngadie III, blz. 84 e.v. en blz. 239 e.v.; ook Rouffaer-Juynboll, blz. 214-215."	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/5257f8e7-0bff-4311-86d2-4eb26d422ab1	pangia	pangia	pangium	Same as prefLabel_nl	Dutch label used verbatim	Zijde van prima kwaliteit uit Bengalen.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/0b6a7422-c2dc-427f-88e3-e61046f88998	gorgorongs	gorgorans		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	Zijde stoffen.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/725abaac-dce7-4522-ac7c-8a146fe1a168	sjoucouriassen	shoucouriasse silk		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	Zijde stoffen	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/0688298f-ee7c-401b-9764-d33b6b34999f	poilzijde	poilzijde	poolzijde	Same as prefLabel_nl	Dutch label used verbatim	"Zijde met pluisvormende draden, gebruikt bij het weven van fluweel. Frans poil."	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/e75d9f62-ecb1-45f9-9aee-7730d6812a8a	pitje	pitje		Same as prefLabel_nl	Dutch label used verbatim	zie bij kasje. Het Chinese piti was de naam van een munt van slecht gezuiverd tin. Thans is het in Indië nog de naam voor dubbeltjes. Javaans pitjis. Pitjes kandaga	high	vocGlossarium	Huygens VOC Glossarium	nl	https://resources.huygens.knaw.nl/vocglossarium/zoekvoc/vocoutp?zoekterm=pitje			
https://digitaalerfgoed.poolparty.biz/globalise/3f3f67ee-8596-413c-913f-f0ae26af24d3	Kanonboor	cannon bore		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Zekere soort van zware metaalboor, nhd. kanonenbohrer (kuyper, Technol. 1, 274); voorts bij smeden een soort van drilboor om een geboord of geslagen gat op te zuiveren of grooter te maken"	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M010272			
https://digitaalerfgoed.poolparty.biz/globalise/a5397413-b5a8-4847-b094-7f86c8da8050	trijp	mockado		aat	Getty AAT English label	"Zekere soort van poolweefsel, vervaardigd uit een grondweefsel van linnen of katoen en een poolketting van wol, bepaaldelijk geitenhaar (mohair); veelal gelijkgesteld met pluche of moquette en oudtijds beschouwd als een mindere soort van fluweel."	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M070373			
https://digitaalerfgoed.poolparty.biz/globalise/279189aa-8915-4a27-9309-8ceb2215449f	Everdoek	canvas		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	Zekere soort van licht zeildoek.	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M016228			
https://digitaalerfgoed.poolparty.biz/globalise/085dc747-7df2-4119-bd01-5b2d12bb0292	wickerwandi	wickerwandi		Same as prefLabel_nl	Dutch label used verbatim	Zekere katoenen lijnwaden uit Karkal en Nagapattinam.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/12b5a7eb-a92d-4193-a412-0cd5e24aec8a	cammans	cammans		Same as prefLabel_nl	Dutch label used verbatim	Zekere katoenen doeken.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/b7430578-43be-4d1e-b58a-3a6aed307a51	Marlijn	marline	marling	llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Zeker soort van dun touw, uit slechts twee zeer fijne draden samengesteld, die van fijnen hennep gesponnen zijn; o.a. worden er de onderlijken der zware razeilen mede gemarld. Ook in ruimer gebruik dan slechts als scheepsterm."	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M038494			
https://digitaalerfgoed.poolparty.biz/globalise/a613c39c-ee33-41fc-84cd-c2db2fff29b8	cajongs	cajongs		Same as prefLabel_nl	Dutch label used verbatim	Zeker soort lijnwaden	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/4ca4ea8e-eb45-4422-bbd4-18d985bbb626	gasia d'andabarre	gasia d'andabarre		Same as prefLabel_nl	Dutch label used verbatim	Zeker soort lijnwaad uit Surat.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/1b7d7a2c-bce2-4c14-94e2-a2fad9be6618	broal	broal	braules; brauwel	Same as prefLabel_nl	Dutch label used verbatim	"Zeker soort lijnwaad uit Gudjarat. Zie ook yule-burnell in voce brawl, 706a [ook: braules, brauwel]."	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/d3082a78-4f8a-4b86-9d9b-f87d2f3d877f	bulbul chasm	bulbul chasm	boelboel-sjessi-maes	Same as prefLabel_nl	Dutch label used verbatim	Zeker soort katoenen doeken. Bulbul chasm = bulbuls oog (bulbul is een Perzische nachtegaal); volgens balfour is dit de naam van een eigenaardig weefpatroon.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/bcc58efa-aa6c-4f88-8d1c-93e3230971a7	alibanees	alibanees		Same as prefLabel_nl	Dutch label used verbatim	Zeker soort katoenen Coromandelse doeken. Een poging tot verklaring der etymologie bij yule-burnell in voce piece-goods.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/3921cc0e-0c4f-468b-8bea-6be08b1ace8b	mantiaal	Mantiaal		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	Zeker soort Bengaalse zijde van goede kwaliteit.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/2b535584-7169-48ef-9fca-02d82ca60411	gert-kerckerie	gert-kerckerie		Same as prefLabel_nl	Dutch label used verbatim	Zeker soort Bengaalse zijde van derde kwaliteit.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/b7406d1f-6789-4080-b3cb-07348d1de52b	Kogel	cannonball		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Zeker projectiel, t.w. een massief, oorspronkelijk bolvormig, in lateren tijd ook wel cylindervormig en puntig lichaam, dat uit een schietwerktuig geschoten of geworpen wordt, van metaal (oudtijds voor kanonnen ook wel van steen) vervaardigd. In niet-technisch gebruik ook de benaming voor een projectiel in het algemeen."	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M034550			
https://digitaalerfgoed.poolparty.biz/globalise/d4c99002-7016-4e70-b395-81a08038af01	Troffel	trowels (construction tools)		aat	Getty AAT English label	Zeker gereedschap van metselaars en stukadoors bestaande uit een meestal driehoekig blad dat met een s-vormigen steel aan een kort handvat bevestigd is.	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M070608			
https://digitaalerfgoed.poolparty.biz/globalise/15c753c1-13c1-4b44-b67e-3268ba33a92c	marszeil	marszeil		Same as prefLabel_nl	Dutch label used verbatim	"zeil, onmiddellijk boven de benedenof onderzeilen, dus het tweede van onder af. Het grootmarszeil is dat zeil aan de grote mast, het voormarszeil hetzelfde aan de fokkemast."	high	vocGlossarium	Huygens VOC Glossarium	nl	https://resources.huygens.knaw.nl/vocglossarium/zoekvoc/vocoutp?zoekterm=marszeil			
https://digitaalerfgoed.poolparty.biz/globalise/885e607c-40e3-4d49-be34-53788acb54c3	bezaan	mizzen sail		llm (claude-opus-4-5)	LLM Dutch_English (prefLabel_nl)	zeil aan de achterste mast (bezaansmast).	high	vocGlossarium	Huygens VOC Glossarium	nl	https://resources.huygens.knaw.nl/vocglossarium/zoekvoc/vocoutp?zoekterm=bezaan			
https://digitaalerfgoed.poolparty.biz/globalise/dddd2a80-b201-4266-b534-c2ef544895bf	Zeekroos	sea moss		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	Zeewier of bep. specifieke variëteiten daarvan.	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M088055.re.456			
https://digitaalerfgoed.poolparty.biz/globalise/4cc8469b-c332-42d4-848a-9836c9c1fc88	Tripan	trepang		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	Zeeslak.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/0dee0c01-f9a5-4740-bad1-8516552fc7cd	Zeerover	pirate	Kaper	llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Zeeroover, kaper, iemand die op roof en plundering ter zee uitgaat. Zoowel in toepassing op gewone zeeroovers, als op van kaperbrieven voorziene personen en schepen."	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M053977			
https://digitaalerfgoed.poolparty.biz/globalise/a281b362-53b8-4595-b1ca-192bd5fdb2ca	Cauri	cowrie shells		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Zeer kleine soort van porseleinhoorn uit den Indischen Oceaan, in gedeelten van Midden-Afrika, in Zuid-Azië en elders [...] als geld of munt gebezigd."	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M030888			
https://digitaalerfgoed.poolparty.biz/globalise/4f3a6c65-8185-4542-963b-c6021e1eb765	lamfer	liripipes	lamper	aat	Getty AAT English label	"Zeer fijne doek of sluier. Nederlands lamfer = rouwsluier; Frans lampas. kern I, blz. 38: ‘sluyers ofte lamparden’. Zie Verdam-Verwijs in voce lamper."	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/86d6d10b-bdac-4979-a56e-fc9509b1ae49	sanen	sanen	sanas	Same as prefLabel_nl	Dutch label used verbatim	"Zeer fijne Bengaalse kleden, in het bijzonder uit Balasore afkomstig. Zie Valentijn V, 1, blz. 161."	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/ae9d07e9-82e0-4374-a118-080a70f39165	Tripang	trepang		llm (claude-opus-4-5)	LLM Dutch_English (prefLabel_nl)	"Japans nationale, alcoholhoudende drank, uit tarwe bereid. kaempfer noemt het ‘de bier van ‘t landt’. montanus geeft de beschrijving ‘ruikt als weeg-luisen, doch is soo sterck als Spaen- sche wijn’. De sake werd ook wel uitgevoerd en onder andere in Batavia veel gedronken."	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/857b3b3b-4faa-4feb-a5db-f2ae64ac1e34	halfuurglas	half-hour glass		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	Zandlooper die in een halfuur uitloopt	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M023311.re.2			
https://digitaalerfgoed.poolparty.biz/globalise/161bf9be-29e5-44af-a255-ae7540bf202c	uurglas	hourglasses		aat	Getty AAT English label	Zandlooper (zie ald.) als instrument om den tijd te meten; soms bep.: zandlooper waarvan het zand in één uur van de bovenste helft in de onderste loopt	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M072873			
https://digitaalerfgoed.poolparty.biz/globalise/986b2b71-39af-490e-a63a-e4c1bdf8beef	Knipmes	jackknives		aat	Getty AAT English label	"Zakmes waarvan het lemmer op het aanhechtingspunt kan draaien, zoodanig dat de scherpe kant knippende, door de werking van een veer, in het als scheede dienende heft kan geborgen worden."	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M034224			
https://digitaalerfgoed.poolparty.biz/globalise/a104236f-8a9c-474b-b9b1-7db7b498d62c	Rommeling	sundries		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	Zaken van weinig waarde.	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M060689			
https://digitaalerfgoed.poolparty.biz/globalise/6bb9d0df-c6e0-4fd5-826f-6a8c1a402cc6	peperzak	pepper bag		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	Zak om peper in te vervoeren of te verzenden.	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M052984			
https://digitaalerfgoed.poolparty.biz/globalise/398884b1-b3ef-488d-b599-b645c1bc272b	oliesteen	oil stones		aat	Getty AAT English label	"Zachte soort van slijpsteen, die, met olie bevochtigd, vooral gebruikt wordt tot het scherpen van fijne gereedschappen, als pennemessen, scheermessen enz."	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M041572			
https://digitaalerfgoed.poolparty.biz/globalise/f9ccbfd8-0773-4fec-ad34-4df7a13778d4	Penseel	brush		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Zacht haren schilder- of teekenkwastje, van verschillenden vorm en fijnte, eertijds meestal in eene penneschacht bevestigd, die op een houten steel kan worden geschoven, thans ook door middel van een toegeknepen metalen buisje blijvend aan het hout verbonden."	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M052930			
https://digitaalerfgoed.poolparty.biz/globalise/497d8b87-c15d-4d31-8c0c-66d2a10bbc2f	Handzaag	hand saws		aat	Getty AAT English label	"Zaag welke, door middel van een handvat of steel, met ééne hand geregeerd wordt (bij tegenstelling met span- of trekzagen)."	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M023996			
https://digitaalerfgoed.poolparty.biz/globalise/777a1a42-46ce-436a-ab9e-ca7acac6b942	Foelie	Foelie		Same as prefLabel_nl	Dutch label used verbatim	Zaadrok van de muskaatnoot; na droging in de zon krijgt ze een licht bruin-gele kleur.	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/cc6108f3-8b17-4dc5-842a-dc6c90d38761	Kapokpit	kapok seed		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Zaadje, zaadkern van den kapokboom."	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M030305			
https://digitaalerfgoed.poolparty.biz/globalise/37fb1c7b-d57e-4234-b392-462808a801e7	schrijfbenodigdheden	writing instruments		aat	Getty AAT English label	"Writing materials and supplies used for administrative and clerical purposes, including items such as paper, quills, ink, sealing wax, and writing instruments necessary for maintaining the extensive documentation and record-keeping activities of VOC operations, trade correspondence, and ship logs."	medium-low	llm_sparse (claude-sonnet-4-5)	LLM-generated (no corpus contexts)	en			verified	
https://digitaalerfgoed.poolparty.biz/globalise/7011d033-6397-4548-a267-9c2ba6240e22	zeilmat	sail mat		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Woven mats made from lampoli (palm fiber) and straw, shipped as cargo from Java's east coast ports, likely used for protective covering in shipbuilding and maritime applications."	low	llm_sparse (claude-sonnet-4-5)	LLM-generated with 1-5 corpus contexts	en				
https://digitaalerfgoed.poolparty.biz/globalise/2f152b75-c2ee-4eed-b8e7-95e5beee2ceb	Gember	ginger		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Wortelstok van verschillende planten, behoorende tot de familie der Zingiberaceae, vooral groeiende in de tropische gewesten van Azië en Amerika; en in 't bijzonder de wortel van Zingiber officinale ROSC., die, gedroogd en veelal gekonfijt, vanouds bekend is als prikkelende toespijs en als geneesmiddel om de afscheiding van vochten en inzonderheid de spijsvertering te bevorderen."	high	wnt	IVDNT historical Dutch dictionary	nl	https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M018906			
https://digitaalerfgoed.poolparty.biz/globalise/3e2a9dee-bcdc-4045-ab70-97f9cb47ec4d	Bengduku	benzoin	say	llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Wortel van een plant der familie cinchonachae, waarvan een rode verfstof werd gemaakt, gebruikt bij het kleuren van katoenen draden en doeken. Bij de Compagnie kreeg het woord de algemene betekenis van kleur - dus niet per se rood. Zo schrijft Havart III, blz. 23, dat men de doeken bij het blauwverven met indigo zo lang in de verfpot moet laten `totdat ze hare bruyn-blauwe zaye krijgen', elders: `hare volle zaye bekomen hebbende'. Het is een Tamil woord shayaver, waarin shaya = kleur en ver = wortel. Maleis bengkudu. Zie Yule-Burnell in voce choya, chaya-root bij Milburn, blz. 277 en De Haan, Priangan III, § 661 en de daar genoemde literatuur."	high	PoolParty	Globalise project	nl	https://hdl.handle.net/10622/YAWDOV			
https://digitaalerfgoed.poolparty.biz/globalise/33981875-26a5-4b32-bd3c-14ba8b2ebeb8	comptoir	trading post / branch office		editorial	Editorial (corrected sense)	"Comptoir: een kantoor of handelsvestiging (factorij) van de VOC, zoals te Batavia, Suratte of Nagasaki. NB: geen 'home office'."	high	editorial	Editorial (GLOBALISE corpus: VOC-handelsvestiging)	nl			verified	
https://digitaalerfgoed.poolparty.biz/globalise/57e71000-fcd2-4d9c-9474-785cc1b373d1	timmerwerk	carpentry work		aat	Getty AAT English label	"Works or parts of works made with wood, especially such work used in the construction of buildings and other structures."	high	aat	Getty AAT scope note	en	https://vocab.getty.edu/page/aat/300389777			
https://digitaalerfgoed.poolparty.biz/globalise/ea24ae54-ed20-487f-99d5-d3891fe4c058	zilverwerk	silverware		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Worked or manufactured silver objects, including ornamental pieces, jewelry, utensils, and other silver goods that were traded, appraised, melted down, or inventoried. Often assessed by weight and value, sometimes appearing alongside goldwork in VOC records."	medium	llm (claude-sonnet-4-5)	LLM-generated with 6-12 corpus contexts (cf. WNT reference)	en		https://gtb.ivdnt.org/iWDB/search?actie=article&wdb=WNT&id=M089232&lemmodern=zilverwerk		
https://digitaalerfgoed.poolparty.biz/globalise/858fded6-c5b2-4cac-8e35-6031d3d69dd7	schuurwerk	barn work		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Work activities related to the VOC's barn or storage facility operations, including wagon transport and timber handling, requiring a workforce that could not be easily reduced or eliminated without compromising essential Company functions."	low	llm_sparse (claude-sonnet-4-5)	LLM-generated with 1-5 corpus contexts	en				
https://digitaalerfgoed.poolparty.biz/globalise/60b73f12-1218-4e32-878c-97f6392601a2	rolkousen	woolen stockings		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Woolen stockings distributed as part of standard ship crew clothing allowances and provisions (plunderagien), tracked in VOC inventory and account records alongside other garments."	low	llm_sparse (claude-sonnet-4-5)	LLM-generated with 1-5 corpus contexts	en				
https://digitaalerfgoed.poolparty.biz/globalise/4235b7c5-811b-4755-b2aa-526fe66f8162	Dekens and reisdekens	Blankets and travel blankets		llm (claude-sonnet-4-5)	LLM Dutch_English (authorities and/or corpus contexts)	"Woolen or cotton blankets used for warmth and protection, including smaller travel blankets (reisdekens) used during journeys by ship or land. These textiles were both trade goods and practical items for VOC personnel and ships."	medium-low	llm_sparse (claude-sonnet-4-5)	LLM-generated (no corpus contexts)	en			verified	
